Año,Trimestre,Accesos por cada 100 hogares,Año-Trimestre,Id_Provincia
2014,3,"22,79",20143,7
2014,3,"34,98",20143,8
2014,3,"17,77",20143,9
2014,3,"18,37",20143,10
2014,3,"55,78",20143,11
2014,3,"16,51",20143,12
2014,3,"32,31",20143,13
2014,3,"23,57",20143,14
2014,3,"56,4",20143,15
2014,3,"46,2",20143,16
2014,3,"29,22",20143,17
2014,3,"27,85",20143,18
2014,3,"9,71",20143,19
2014,3,"28,23",20143,20
2014,3,"49,2",20143,21
2014,3,"16,49",20143,22
2014,3,"65,69",20143,23
2014,3,"33,94",20143,24
2014,2,"55,06",20142,2
2014,2,"113,14",20142,1
2014,2,"24,7",20142,3
2014,2,"20,96",20142,4
2014,2,"41,41",20142,5
2014,2,"53,45",20142,6
2014,2,"22,58",20142,7
2014,2,"34,69",20142,8
2014,2,"17,54",20142,9
2014,2,"18,71",20142,10
2014,2,"49,71",20142,11
2014,2,"16,5",20142,12
2014,2,"32,1",20142,13
2014,2,"23,37",20142,14
2014,2,"50,84",20142,15
2014,2,"45,33",20142,16
2014,2,"28,91",20142,17
2014,2,"27,78",20142,18
2014,2,"9,72",20142,19
2014,2,"29,38",20142,20
2014,2,"48,39",20142,21
2014,2,"16,7",20142,22
2014,2,"64,36",20142,23
2014,2,"33,94",20142,24
2014,1,"54,57",20141,2
2014,1,"112,25",20141,1
2014,1,"24,25",20141,3
2014,1,"20,72",20141,4
2014,1,"41,24",20141,5
2014,1,"52,52",20141,6
2014,1,"22,32",20141,7
2014,1,"34,37",20141,8
2014,1,"17,42",20141,9
2014,1,"18,42",20141,10
2014,1,"48,43",20141,11
2014,1,"16,29",20141,12
2014,1,"31,91",20141,13
2014,1,"23,14",20141,14
2014,1,"49,79",20141,15
2014,1,"44,91",20141,16
2014,1,"38,28",20141,17
2014,1,"38,28",20141,18
2014,1,"38,28",20141,19
2014,1,"38,28",20141,20
2014,1,"38,28",20141,21
2014,1,"38,28",20141,22
2014,1,"38,28",20141,23
2014,1,"38,28",20141,24
