Año,Trimestre,Mbps (Media de bajada),Año-Trimestre,Id_Provincia
2014,2,"3,5",20142,13
2014,2,"3,54",20142,14
2014,2,"3,66",20142,15
2014,2,"3,43",20142,16
2014,2,"3,39",20142,17
2014,2,"3,47",20142,18
2014,2,"3,5",20142,19
2014,2,"3,32",20142,20
2014,2,"3,31",20142,21
2014,2,"3,07",20142,22
2014,2,"3,47",20142,23
2014,2,"3,35",20142,24
2014,1,"3,73",20141,2
2014,1,"4,02",20141,1
2014,1,"2,8",20141,3
2014,1,"3,26",20141,4
2014,1,"3,18",20141,5
2014,1,"3,39",20141,6
2014,1,"3,22",20141,7
2014,1,"3,17",20141,8
2014,1,"2,57",20141,9
2014,1,"2,69",20141,10
2014,1,"2,65",20141,11
2014,1,"2,96",20141,12
2014,1,"3,5",20141,13
2014,1,"3,4",20141,14
2014,1,"3,55",20141,15
2014,1,"3,35",20141,16
2014,1,"3,3",20141,17
2014,1,"3,47",20141,18
2014,1,"3,5",20141,19
2014,1,"3,32",20141,20
2014,1,"3,15",20141,21
2014,1,"2,95",20141,22
2014,1,"3,45",20141,23
2014,1,"3,21",20141,24
