Año,Id_Trimestre,Velocidad,Accesos,Id_Provincia,Año-Trimestre
2024,2,"75,0",1062,2,20242
2024,2,"59,0",59,2,20242
2024,2,"480,0",5,2,20242
2024,2,"3,5",41735,2,20242
2024,2,"18,0",1042,2,20242
2024,2,"9,0",750,2,20242
2024,2,"17,0",2,2,20242
2024,2,"8,0",63727,2,20242
2024,2,"105,0",14,2,20242
2024,2,"500,0",137199,2,20242
2024,2,"24,0",84,2,20242
2024,2,"85,0",16,2,20242
2024,2,"32,0",16,2,20242
2024,2,"55,0",255,2,20242
2024,2,"31,0",1611,2,20242
2024,2,"120,0",510,2,20242
2024,2,"4,5",83,2,20242
2024,2,"23,0",20,2,20242
2024,2,"70,0",7236,2,20242
2024,2,"22,0",1,2,20242
2024,2,"256,0",15,2,20242
2024,2,"0,256",25,2,20242
2024,2,"35,0",1399,2,20242
2024,2,"205,0",3,2,20242
2024,2,"4,0",13200,2,20242
2024,2,"11,0",10,2,20242
2024,2,"155,0",28,2,20242
2024,2,"21,0",2,2,20242
2024,2,"2,0",19065,2,20242
2024,2,"512,0",663,2,20242
2024,2,"65,0",90,2,20242
2024,2,"125,0",2,2,20242
2024,2,"10,0",145894,2,20242
2024,2,"999,0",26,2,20242
2024,2,"212,0",1,2,20242
2024,2,"2,5",21,2,20242
2024,2,"13,0",238,2,20242
2024,2,"41,0",9,2,20242
2024,2,"246,0",41,2,20242
2024,2,"7,5",53,2,20242
2024,2,"250,0",355,2,20242
2024,2,"40,0",5582,2,20242
2024,2,"61,0",78,2,20242
2024,2,"200,0",8055,2,20242
2024,2,"102,0",2,2,20242
2024,2,"60,0",37539,2,20242
2024,2,"320,0",27,2,20242
2024,2,"12,0",19838,2,20242
2024,2,"30,0",782519,2,20242
2024,2,"6,0",76832,2,20242
2024,2,"600,0",16300,2,20242
2024,2,"25,0",42739,2,20242
2024,2,"0,0",125547,2,20242
2024,2,"80,0",9358,2,20242
2024,2,"90,0",3,2,20242
2024,2,"50,0",493790,2,20242
2024,2,"5,0",27135,2,20242
2024,2,"48,0",659,2,20242
2024,2,"240,0",938,2,20242
2024,2,"16,0",231,2,20242
2024,2,"1000,0",129855,2,20242
2024,2,"51,0",1,2,20242
2024,2,"160,0",1306,2,20242
2024,2,"800,0",564,2,20242
2024,2,"15,0",94642,2,20242
2024,2,"49,0",1,2,20242
2024,2,"300,0",1147130,2,20242
2024,2,"1,5",141,2,20242
2024,2,"150,0",388059,2,20242
2024,2,"14,0",149,2,20242
2024,2,"1,0",18423,2,20242
2024,2,"0,5",25048,2,20242
2024,2,"0,512",214,2,20242
2024,2,"20,0",128376,2,20242
2024,2,"100,0",910372,2,20242
2024,2,"0,75",4611,2,20242
2024,2,"7,0",11236,2,20242
2024,2,"36,0",4,2,20242
2024,2,"400,0",1094,2,20242
2024,2,"3,0",44415,2,20242
2024,2,"160,0",5,1,20242
2024,2,"7,0",7,1,20242
2024,2,"150,0",116134,1,20242
2024,2,"999,0",25,1,20242
2024,2,"9,0",3,1,20242
2024,2,"110,0",1,1,20242
2024,2,"1000,0",65689,1,20242
2024,2,"16,0",5,1,20242
2024,2,"400,0",3,1,20242
2024,2,"10,0",23421,1,20242
2024,2,"1,0",2815,1,20242
2024,2,"3,5",11975,1,20242
2024,2,"125,0",3,1,20242
2024,2,"21,0",1,1,20242
2024,2,"0,512",35,1,20242
2024,2,"40,0",238,1,20242
2024,2,"250,0",1442,1,20242
2024,2,"12,0",93,1,20242
2024,2,"55,0",1,1,20242
2024,2,"100,0",396858,1,20242
2024,2,"4,0",996,1,20242
2024,2,"25,0",269,1,20242
2024,2,"0,75",1307,1,20242
2024,2,"20,0",3718,1,20242
2024,2,"200,0",3302,1,20242
2024,2,"325,0",2,1,20242
2024,2,"5,0",3417,1,20242
2024,2,"70,0",3,1,20242
2024,2,"8,0",16865,1,20242
2024,2,"225,0",1,1,20242
2024,2,"75,0",711,1,20242
2024,2,"120,0",28,1,20242
2024,2,"50,0",64416,1,20242
2024,2,"66,0",1,1,20242
2024,2,"0,256",32,1,20242
2024,2,"2,0",240,1,20242
2024,2,"11,0",5,1,20242
2024,2,"35,0",24,1,20242
2024,2,"0,0",0,1,20242
2024,2,"15,0",29337,1,20242
2024,2,"500,0",77839,1,20242
2024,2,"80,0",13,1,20242
2024,2,"3,0",2342,1,20242
2024,2,"6,0",5569,1,20242
2024,2,"30,0",58419,1,20242
2024,2,"60,0",3890,1,20242
2024,2,"700,0",1,1,20242
2024,2,"600,0",437,1,20242
2024,2,"220,0",1,1,20242
2024,2,"0,5",451,1,20242
2024,2,"275,0",1,1,20242
2024,2,"300,0",571207,1,20242
2024,2,"800,0",1,1,20242
2024,2,"1000,0",33,3,20242
2024,2,"30,0",858,3,20242
2024,2,"15,0",1859,3,20242
2024,2,"3,0",1580,3,20242
2024,2,"600,0",1128,3,20242
2024,2,"12,0",8,3,20242
2024,2,"0,512",37,3,20242
2024,2,"200,0",42,3,20242
2024,2,"0,256",1,3,20242
2024,2,"4,0",1,3,20242
2024,2,"0,0",53,3,20242
2024,2,"24,0",374,3,20242
2024,2,"10,0",3093,3,20242
2024,2,"50,0",34532,3,20242
2024,2,"100,0",19077,3,20242
2024,2,"500,0",333,3,20242
2024,2,"20,0",1932,3,20242
2024,2,"25,0",47,3,20242
2024,2,"1,0",164,3,20242
2024,2,"5,0",327,3,20242
2024,2,"2,0",115,3,20242
2024,2,"300,0",8809,3,20242
2024,2,"6,0",637,3,20242
2024,2,"0,5",34,3,20242
2024,2,"0,5",234,4,20242
2024,2,"9,0",1,4,20242
2024,2,"0,512",2,4,20242
2024,2,"5,0",5625,4,20242
2024,2,"12,0",137,4,20242
2024,2,"35,0",19,4,20242
2024,2,"0,0",3208,4,20242
2024,2,"3,5",167,4,20242
2024,2,"2,0",779,4,20242
2024,2,"120,0",623,4,20242
2024,2,"1000,0",164,4,20242
2024,2,"10,0",7529,4,20242
2024,2,"20,0",1665,4,20242
2024,2,"50,0",32839,4,20242
2024,2,"8,0",700,4,20242
2024,2,"500,0",1396,4,20242
2024,2,"4,0",385,4,20242
2024,2,"25,0",3532,4,20242
2024,2,"250,0",228,4,20242
2024,2,"1,0",349,4,20242
2024,2,"200,0",963,4,20242
2024,2,"7,0",106,4,20242
2024,2,"3,0",2757,4,20242
2024,2,"15,0",4406,4,20242
2024,2,"600,0",884,4,20242
2024,2,"300,0",23294,4,20242
2024,2,"6,0",4881,4,20242
2024,2,"30,0",2933,4,20242
2024,2,"100,0",47286,4,20242
2024,2,"3,0",5643,5,20242
2024,2,"600,0",43,5,20242
2024,2,"102,0",5,5,20242
2024,2,"60,0",2,5,20242
2024,2,"0,5",69,5,20242
2024,2,"13,0",2,5,20242
2024,2,"41,0",1,5,20242
2024,2,"12,0",3968,5,20242
2024,2,"6,0",16776,5,20242
2024,2,"30,0",7640,5,20242
2024,2,"11,0",1,5,20242
2024,2,"24,0",7616,5,20242
2024,2,"16,0",141,5,20242
2024,2,"2,0",1881,5,20242
2024,2,"0,0",16554,5,20242
2024,2,"999,0",2,5,20242
2024,2,"1,0",303,5,20242
2024,2,"18,0",1,5,20242
2024,2,"48,0",190,5,20242
2024,2,"0,512",38,5,20242
2024,2,"40,0",28,5,20242
2024,2,"200,0",1,5,20242
2024,2,"14,0",56,5,20242
2024,2,"4,0",6189,5,20242
2024,2,"9,0",16,5,20242
2024,2,"100,0",1466,5,20242
2024,2,"5,0",1769,5,20242
2024,2,"8,0",13375,5,20242
2024,2,"25,0",5560,5,20242
2024,2,"0,75",836,5,20242
2024,2,"20,0",4796,5,20242
2024,2,"0,256",18,5,20242
2024,2,"10,0",18504,5,20242
2024,2,"50,0",35232,5,20242
2024,2,"15,0",13731,5,20242
2024,2,"500,0",5,5,20242
2024,2,"300,0",247,5,20242
2024,2,"3,5",11441,5,20242
2024,2,"7,0",76,5,20242
2024,2,"1000,0",1,5,20242
2024,2,"35,0",52,6,20242
2024,2,"5,0",7661,6,20242
2024,2,"850,0",1,6,20242
2024,2,"12,0",8784,6,20242
2024,2,"50,1",402,6,20242
2024,2,"140,0",1,6,20242
2024,2,"0,512",12,6,20242
2024,2,"20,5",1,6,20242
2024,2,"50,0",244004,6,20242
2024,2,"100,25",16,6,20242
2024,2,"10,0",72911,6,20242
2024,2,"25,1",311,6,20242
2024,2,"10,2",53,6,20242
2024,2,"9,0",714,6,20242
2024,2,"16,0",134,6,20242
2024,2,"25,0",20421,6,20242
2024,2,"1000,0",4065,6,20242
2024,2,"512,0",21,6,20242
2024,2,"225,0",1,6,20242
2024,2,"250,0",1,6,20242
2024,2,"12,3",15,6,20242
2024,2,"100,0",302310,6,20242
2024,2,"0,75",83,6,20242
2024,2,"18,0",58,6,20242
2024,2,"13,0",19,6,20242
2024,2,"20,0",19106,6,20242
2024,2,"2,5",133,6,20242
2024,2,"24,0",2,6,20242
2024,2,"120,0",891,6,20242
2024,2,"4,0",10131,6,20242
2024,2,"8,0",9397,6,20242
2024,2,"50,25",9,6,20242
2024,2,"70,0",11,6,20242
2024,2,"3,5",4897,6,20242
2024,2,"7,0",1840,6,20242
2024,2,"10,1",18,6,20242
2024,2,"75,0",495,6,20242
2024,2,"1,0",7688,6,20242
2024,2,"500,0",16814,6,20242
2024,2,"25,5",13,6,20242
2024,2,"15,0",18895,6,20242
2024,2,"200,0",11575,6,20242
2024,2,"300,0",203771,6,20242
2024,2,"1,5",7,6,20242
2024,2,"40,0",935,6,20242
2024,2,"2,2",18,6,20242
2024,2,"2,0",7471,6,20242
2024,2,"11,0",88,6,20242
2024,2,"60,0",5835,6,20242
2024,2,"6,4",5,6,20242
2024,2,"0,256",4,6,20242
2024,2,"30,0",6747,6,20242
2024,2,"6,0",51204,6,20242
2024,2,"800,0",1,6,20242
2024,2,"100,1",1,6,20242
2024,2,"3,0",22498,6,20242
2024,2,"3,3",3,6,20242
2024,2,"600,0",6233,6,20242
2024,2,"700,0",1,6,20242
2024,2,"14,0",9,6,20242
2024,2,"0,5",87,6,20242
2024,2,"0,0",16863,6,20242
2024,2,"150,0",27,6,20242
2024,2,"30,0",653,7,20242
2024,2,"6,0",6020,7,20242
2024,2,"3,0",4565,7,20242
2024,2,"600,0",1,7,20242
2024,2,"1000,0",443,7,20242
2024,2,"40,0",2834,7,20242
2024,2,"12,0",8,7,20242
2024,2,"120,0",1708,7,20242
2024,2,"25,0",1421,7,20242
2024,2,"5,0",2760,7,20242
2024,2,"50,0",32367,7,20242
2024,2,"250,0",382,7,20242
2024,2,"20,0",2003,7,20242
2024,2,"4,0",1718,7,20242
2024,2,"0,512",57,7,20242
2024,2,"8,0",4890,7,20242
2024,2,"1,0",2396,7,20242
2024,2,"16,0",3548,7,20242
2024,2,"2,0",1721,7,20242
2024,2,"0,75",118,7,20242
2024,2,"0,0",5185,7,20242
2024,2,"0,5",10,7,20242
2024,2,"300,0",25229,7,20242
2024,2,"100,0",39822,7,20242
2024,2,"10,0",10343,7,20242
2024,2,"200,0",2650,7,20242
2024,2,"500,0",1644,7,20242
2024,2,"15,0",1499,7,20242
2024,2,"3,5",480,7,20242
2024,2,"3,5",390,8,20242
2024,2,"250,0",154,8,20242
2024,2,"100,0",74647,8,20242
2024,2,"10,0",46176,8,20242
2024,2,"20,0",9111,8,20242
2024,2,"200,0",2125,8,20242
2024,2,"16,0",1,8,20242
2024,2,"8,0",2399,8,20242
2024,2,"5,0",5417,8,20242
2024,2,"1,0",4010,8,20242
2024,2,"4,0",2334,8,20242
2024,2,"0,75",113,8,20242
2024,2,"150,0",1,8,20242
2024,2,"7,0",358,8,20242
2024,2,"2,0",4307,8,20242
2024,2,"0,5",20,8,20242
2024,2,"25,0",862,8,20242
2024,2,"0,512",86,8,20242
2024,2,"0,256",1,8,20242
2024,2,"120,0",703,8,20242
2024,2,"50,0",40822,8,20242
2024,2,"12,0",1486,8,20242
2024,2,"6,0",13903,8,20242
2024,2,"500,0",2976,8,20242
2024,2,"15,0",4642,8,20242
2024,2,"3,0",7006,8,20242
2024,2,"0,0",13979,8,20242
2024,2,"300,0",48944,8,20242
2024,2,"1000,0",962,8,20242
2024,2,"30,0",6376,8,20242
2024,2,"20,0",2727,9,20242
2024,2,"100,0",13013,9,20242
2024,2,"10,0",10594,9,20242
2024,2,"50,0",1430,9,20242
2024,2,"4,0",3296,9,20242
2024,2,"2,0",1424,9,20242
2024,2,"40,0",22,9,20242
2024,2,"0,0",291,9,20242
2024,2,"1,0",142,9,20242
2024,2,"1000,0",161,9,20242
2024,2,"25,0",8,9,20242
2024,2,"5,0",2016,9,20242
2024,2,"12,0",40,9,20242
2024,2,"3,0",10162,9,20242
2024,2,"0,256",1,9,20242
2024,2,"300,0",10428,9,20242
2024,2,"15,0",1222,9,20242
2024,2,"6,0",4850,9,20242
2024,2,"8,0",162,9,20242
2024,2,"0,5",49,9,20242
2024,2,"35,0",3,9,20242
2024,2,"7,0",108,9,20242
2024,2,"30,0",286,9,20242
2024,2,"0,512",35,9,20242
2024,2,"500,0",480,9,20242
2024,2,"0,512",33,10,20242
2024,2,"100,0",10975,10,20242
2024,2,"18,0",4,10,20242
2024,2,"8,0",949,10,20242
2024,2,"3,0",1739,10,20242
2024,2,"15,0",181,10,20242
2024,2,"75,0",1,10,20242
2024,2,"2,0",1639,10,20242
2024,2,"20,0",4503,10,20242
2024,2,"200,0",1,10,20242
2024,2,"4,0",2889,10,20242
2024,2,"300,0",4858,10,20242
2024,2,"0,5",26,10,20242
2024,2,"1000,0",26,10,20242
2024,2,"500,0",246,10,20242
2024,2,"512,0",200,10,20242
2024,2,"1,0",1213,10,20242
2024,2,"7,0",10,10,20242
2024,2,"600,0",389,10,20242
2024,2,"0,0",1943,10,20242
2024,2,"12,0",23495,10,20242
2024,2,"165,0",2,10,20242
2024,2,"41,0",1,10,20242
2024,2,"6,0",2068,10,20242
2024,2,"30,0",679,10,20242
2024,2,"10,0",13189,10,20242
2024,2,"5,0",3501,10,20242
2024,2,"50,0",44916,10,20242
2024,2,"25,0",8,10,20242
2024,2,"100,0",7465,11,20242
2024,2,"20,0",10159,11,20242
2024,2,"4,0",2619,11,20242
2024,2,"8,0",1570,11,20242
2024,2,"25,0",1543,11,20242
2024,2,"2,0",2049,11,20242
2024,2,"40,0",3065,11,20242
2024,2,"0,75",143,11,20242
2024,2,"1,0",1187,11,20242
2024,2,"10,0",14931,11,20242
2024,2,"75,0",3,11,20242
2024,2,"5,0",2243,11,20242
2024,2,"12,0",1,11,20242
2024,2,"120,0",1536,11,20242
2024,2,"3,0",6196,11,20242
2024,2,"700,0",14,11,20242
2024,2,"6,0",28188,11,20242
2024,2,"30,0",3628,11,20242
2024,2,"50,0",23820,11,20242
2024,2,"0,5",6,11,20242
2024,2,"0,0",1601,11,20242
2024,2,"0,512",62,11,20242
2024,2,"35,0",1,11,20242
2024,2,"60,0",2098,11,20242
2024,2,"300,0",591,11,20242
2024,2,"1,5",185,11,20242
2024,2,"3,5",2327,11,20242
2024,2,"0,256",3,11,20242
2024,2,"200,0",10,11,20242
2024,2,"80,0",95,11,20242
2024,2,"1000,0",6,11,20242
2024,2,"7,0",516,11,20242
2024,2,"500,0",209,11,20242
2024,2,"15,0",5193,11,20242
2024,2,"0,5",9,12,20242
2024,2,"0,512",9,12,20242
2024,2,"300,0",6119,12,20242
2024,2,"0,0",0,12,20242
2024,2,"200,0",137,12,20242
2024,2,"5,0",181,12,20242
2024,2,"15,0",244,12,20242
2024,2,"1000,0",35,12,20242
2024,2,"0,256",1,12,20242
2024,2,"50,0",37326,12,20242
2024,2,"10,0",1211,12,20242
2024,2,"100,0",11407,12,20242
2024,2,"8,0",85,12,20242
2024,2,"4,0",2,12,20242
2024,2,"6,0",592,12,20242
2024,2,"30,0",4501,12,20242
2024,2,"3,0",341,12,20242
2024,2,"20,0",9080,12,20242
2024,2,"12,0",15357,12,20242
2024,2,"24,0",43,12,20242
2024,2,"11,0",22,12,20242
2024,2,"1,0",377,12,20242
2024,2,"2,0",8,12,20242
2024,2,"500,0",394,12,20242
2024,2,"3,5",10699,13,20242
2024,2,"4,0",1584,13,20242
2024,2,"10,0",8838,13,20242
2024,2,"50,0",104994,13,20242
2024,2,"8,0",10779,13,20242
2024,2,"70,0",1,13,20242
2024,2,"5,0",1083,13,20242
2024,2,"200,0",558,13,20242
2024,2,"40,0",4,13,20242
2024,2,"1,5",1348,13,20242
2024,2,"90,0",2,13,20242
2024,2,"100,0",31890,13,20242
2024,2,"2,0",3034,13,20242
2024,2,"1,0",2208,13,20242
2024,2,"120,0",1,13,20242
2024,2,"24,0",537,13,20242
2024,2,"41,0",1,13,20242
2024,2,"25,0",155,13,20242
2024,2,"6,0",13877,13,20242
2024,2,"30,0",52889,13,20242
2024,2,"300,0",13189,13,20242
2024,2,"0,0",5561,13,20242
2024,2,"0,512",20,13,20242
2024,2,"20,0",6454,13,20242
2024,2,"9,0",1237,13,20242
2024,2,"3,0",4178,13,20242
2024,2,"0,5",86,13,20242
2024,2,"600,0",1762,13,20242
2024,2,"1000,0",75,13,20242
2024,2,"500,0",661,13,20242
2024,2,"15,0",19102,13,20242
2024,2,"7,0",11,13,20242
2024,2,"0,75",737,13,20242
2024,2,"36,0",2,13,20242
2024,2,"0,256",2,13,20242
2024,2,"12,0",4093,13,20242
2024,2,"45,0",1,13,20242
2024,2,"3,5",4,14,20242
2024,2,"7,0",7855,14,20242
2024,2,"200,0",5092,14,20242
2024,2,"40,0",71,14,20242
2024,2,"250,0",198,14,20242
2024,2,"20,0",8126,14,20242
2024,2,"10,0",19086,14,20242
2024,2,"150,0",1027,14,20242
2024,2,"300,0",25897,14,20242
2024,2,"350,0",5,14,20242
2024,2,"3,0",3698,14,20242
2024,2,"1000,0",255,14,20242
2024,2,"50,0",38297,14,20242
2024,2,"5,0",3170,14,20242
2024,2,"11,0",1,14,20242
2024,2,"100,0",52864,14,20242
2024,2,"15,0",1047,14,20242
2024,2,"500,0",1237,14,20242
2024,2,"0,512",4,14,20242
2024,2,"45,0",28,14,20242
2024,2,"0,5",47,14,20242
2024,2,"600,0",2005,14,20242
2024,2,"2,0",11019,14,20242
2024,2,"6,0",6577,14,20242
2024,2,"4,0",1705,14,20242
2024,2,"8,0",29,14,20242
2024,2,"30,0",4453,14,20242
2024,2,"0,0",9027,14,20242
2024,2,"60,0",19,14,20242
2024,2,"25,0",7,14,20242
2024,2,"120,0",492,14,20242
2024,2,"1,0",3096,14,20242
2024,2,"12,0",116,14,20242
2024,2,"1,0",532,15,20242
2024,2,"50,0",8439,15,20242
2024,2,"10,0",7113,15,20242
2024,2,"2,0",1626,15,20242
2024,2,"0,5",62,15,20242
2024,2,"14,0",1,15,20242
2024,2,"0,75",458,15,20242
2024,2,"250,0",1,15,20242
2024,2,"40,0",66,15,20242
2024,2,"500,0",2389,15,20242
2024,2,"0,0",19890,15,20242
2024,2,"25,0",259,15,20242
2024,2,"0,256",2,15,20242
2024,2,"12,0",3882,15,20242
2024,2,"60,0",7,15,20242
2024,2,"1000,0",602,15,20242
2024,2,"15,0",5148,15,20242
2024,2,"3,0",5231,15,20242
2024,2,"0,512",82,15,20242
2024,2,"300,0",25787,15,20242
2024,2,"400,0",1,15,20242
2024,2,"5,0",7775,15,20242
2024,2,"150,0",4,15,20242
2024,2,"7,0",246,15,20242
2024,2,"30,0",14760,15,20242
2024,2,"8,0",5986,15,20242
2024,2,"3,5",10737,15,20242
2024,2,"20,0",1559,15,20242
2024,2,"100,0",31037,15,20242
2024,2,"6,0",8422,15,20242
2024,2,"4,0",1438,15,20242
2024,2,"18,0",3,16,20242
2024,2,"9,0",2,16,20242
2024,2,"330,0",115,16,20242
2024,2,"250,0",306,16,20242
2024,2,"200,0",26,16,20242
2024,2,"0,75",501,16,20242
2024,2,"900,0",110,16,20242
2024,2,"40,0",33,16,20242
2024,2,"90,0",10057,16,20242
2024,2,"12,0",952,16,20242
2024,2,"180,0",463,16,20242
2024,2,"35,0",2,16,20242
2024,2,"80,0",268,16,20242
2024,2,"15,0",9896,16,20242
2024,2,"500,0",844,16,20242
2024,2,"520,0",40,16,20242
2024,2,"8,0",11090,16,20242
2024,2,"120,0",233,16,20242
2024,2,"50,0",16834,16,20242
2024,2,"5,0",2136,16,20242
2024,2,"540,0",89,16,20242
2024,2,"25,0",7620,16,20242
2024,2,"10,0",6811,16,20242
2024,2,"4,0",1219,16,20242
2024,2,"1000,0",294,16,20242
2024,2,"1,0",534,16,20242
2024,2,"11,0",18,16,20242
2024,2,"6,0",8577,16,20242
2024,2,"2,0",691,16,20242
2024,2,"30,0",16242,16,20242
2024,2,"60,0",259,16,20242
2024,2,"0,5",36,16,20242
2024,2,"20,0",6701,16,20242
2024,2,"100,0",22247,16,20242
2024,2,"0,512",78,16,20242
2024,2,"3,5",7796,16,20242
2024,2,"0,256",4,16,20242
2024,2,"3,0",5391,16,20242
2024,2,"122,0",34,16,20242
2024,2,"0,0",15564,16,20242
2024,2,"300,0",17892,16,20242
2024,2,"150,0",33,16,20242
2024,2,"3,5",8,17,20242
2024,2,"18,0",4,17,20242
2024,2,"7,0",330,17,20242
2024,2,"0,75",1,17,20242
2024,2,"8,0",6914,17,20242
2024,2,"1000,0",458,17,20242
2024,2,"200,0",1,17,20242
2024,2,"400,0",47,17,20242
2024,2,"2,0",1543,17,20242
2024,2,"20,0",1350,17,20242
2024,2,"600,0",1181,17,20242
2024,2,"3,0",5187,17,20242
2024,2,"0,512",73,17,20242
2024,2,"4,0",8039,17,20242
2024,2,"240,0",521,17,20242
2024,2,"999,0",1,17,20242
2024,2,"27,0",1,17,20242
2024,2,"5,0",5303,17,20242
2024,2,"80,0",50,17,20242
2024,2,"500,0",1441,17,20242
2024,2,"0,256",3,17,20242
2024,2,"0,0",6541,17,20242
2024,2,"1,0",852,17,20242
2024,2,"12,0",88,17,20242
2024,2,"120,0",35,17,20242
2024,2,"0,5",41,17,20242
2024,2,"10,0",55478,17,20242
2024,2,"100,0",41068,17,20242
2024,2,"6,0",5806,17,20242
2024,2,"15,0",1176,17,20242
2024,2,"800,0",36,17,20242
2024,2,"30,0",82,17,20242
2024,2,"300,0",28478,17,20242
2024,2,"50,0",29203,17,20242
2024,2,"25,0",1,17,20242
2024,2,"100,0",3955,18,20242
2024,2,"4,0",253,18,20242
2024,2,"9,0",6,18,20242
2024,2,"12,0",597,18,20242
2024,2,"3,0",4404,18,20242
2024,2,"7,0",86,18,20242
2024,2,"300,0",2038,18,20242
2024,2,"500,0",11,18,20242
2024,2,"15,0",9836,18,20242
2024,2,"0,512",4,18,20242
2024,2,"2,0",606,18,20242
2024,2,"8,0",9158,18,20242
2024,2,"3,5",11509,18,20242
2024,2,"60,0",1,18,20242
2024,2,"30,0",10448,18,20242
2024,2,"6,0",4967,18,20242
2024,2,"0,0",22744,18,20242
2024,2,"0,75",723,18,20242
2024,2,"0,5",21,18,20242
2024,2,"600,0",149,18,20242
2024,2,"200,0",2,18,20242
2024,2,"0,256",2,18,20242
2024,2,"25,0",338,18,20242
2024,2,"1,0",1299,18,20242
2024,2,"10,0",3778,18,20242
2024,2,"50,0",17407,18,20242
2024,2,"5,0",290,18,20242
2024,2,"20,0",1099,18,20242
2024,2,"24,0",259,18,20242
2024,2,"7,0",1,19,20242
2024,2,"10,0",21077,19,20242
2024,2,"999,0",2,19,20242
2024,2,"50,0",11319,19,20242
2024,2,"2,0",491,19,20242
2024,2,"0,0",5975,19,20242
2024,2,"12,0",955,19,20242
2024,2,"1,0",466,19,20242
2024,2,"500,0",32,19,20242
2024,2,"40,0",35,19,20242
2024,2,"5,0",332,19,20242
2024,2,"6,0",6216,19,20242
2024,2,"25,0",70721,19,20242
2024,2,"3,0",2771,19,20242
2024,2,"600,0",685,19,20242
2024,2,"15,0",1836,19,20242
2024,2,"4,0",1,19,20242
2024,2,"300,0",1256,19,20242
2024,2,"9,0",2,19,20242
2024,2,"30,0",136,19,20242
2024,2,"1000,0",23645,19,20242
2024,2,"0,512",1,19,20242
2024,2,"0,75",163,19,20242
2024,2,"100,0",3949,19,20242
2024,2,"8,0",2622,19,20242
2024,2,"20,0",1443,19,20242
2024,2,"0,5",59,19,20242
2024,2,"3,5",1418,19,20242
2024,2,"0,75",218,20,20242
2024,2,"150,0",587,20,20242
2024,2,"75,0",3117,20,20242
2024,2,"100,0",1451,20,20242
2024,2,"350,0",142,20,20242
2024,2,"18,0",1,20,20242
2024,2,"3,5",2001,20,20242
2024,2,"3,0",1259,20,20242
2024,2,"0,512",21,20,20242
2024,2,"12,0",38,20,20242
2024,2,"0,256",9,20,20242
2024,2,"1,0",216,20,20242
2024,2,"0,5",26,20,20242
2024,2,"6,0",2004,20,20242
2024,2,"15,0",6224,20,20242
2024,2,"30,0",5592,20,20242
2024,2,"35,0",1139,20,20242
2024,2,"2,0",726,20,20242
2024,2,"0,0",33785,20,20242
2024,2,"200,0",102,20,20242
2024,2,"20,0",4329,20,20242
2024,2,"500,0",142,20,20242
2024,2,"40,0",3,20,20242
2024,2,"9,0",3,20,20242
2024,2,"4,0",506,20,20242
2024,2,"8,0",2361,20,20242
2024,2,"25,0",1454,20,20242
2024,2,"24,0",1835,20,20242
2024,2,"50,0",5684,20,20242
2024,2,"5,0",1272,20,20242
2024,2,"10,0",7214,20,20242
2024,2,"24,0",39,21,20242
2024,2,"120,0",1218,21,20242
2024,2,"95,0",1,21,20242
2024,2,"70,0",251,21,20242
2024,2,"50,0",178347,21,20242
2024,2,"65,0",1,21,20242
2024,2,"25,0",15114,21,20242
2024,2,"10,0",128572,21,20242
2024,2,"5,0",17147,21,20242
2024,2,"200,0",10384,21,20242
2024,2,"20,0",32376,21,20242
2024,2,"100,0",220634,21,20242
2024,2,"75,0",88,21,20242
2024,2,"3,5",164,21,20242
2024,2,"0,5",335,21,20242
2024,2,"2,5",472,21,20242
2024,2,"2,0",6277,21,20242
2024,2,"999,0",1,21,20242
2024,2,"18,0",8,21,20242
2024,2,"13,0",69,21,20242
2024,2,"0,75",5,21,20242
2024,2,"6,0",22626,21,20242
2024,2,"250,0",496,21,20242
2024,2,"40,0",4727,21,20242
2024,2,"500,0",8056,21,20242
2024,2,"8,0",10453,21,20242
2024,2,"16,0",31,21,20242
2024,2,"98,0",30,21,20242
2024,2,"4,0",5494,21,20242
2024,2,"150,0",1621,21,20242
2024,2,"0,0",28701,21,20242
2024,2,"400,0",2046,21,20242
2024,2,"300,0",149170,21,20242
2024,2,"7,0",4113,21,20242
2024,2,"36,0",18,21,20242
2024,2,"12,0",1200,21,20242
2024,2,"0,512",104,21,20242
2024,2,"60,0",1213,21,20242
2024,2,"35,0",41,21,20242
2024,2,"30,0",9675,21,20242
2024,2,"1000,0",1619,21,20242
2024,2,"51,0",4,21,20242
2024,2,"1,0",6011,21,20242
2024,2,"0,256",37,21,20242
2024,2,"700,0",1,21,20242
2024,2,"3,0",22537,21,20242
2024,2,"450,0",1,21,20242
2024,2,"9,0",1474,21,20242
2024,2,"140,0",1,21,20242
2024,2,"15,0",23515,21,20242
2024,2,"800,0",14,21,20242
2024,2,"80,0",9026,21,20242
2024,2,"600,0",5415,21,20242
2024,2,"7,0",352,22,20242
2024,2,"60,0",1,22,20242
2024,2,"40,0",41,22,20242
2024,2,"0,75",908,22,20242
2024,2,"20,0",18963,22,20242
2024,2,"0,512",139,22,20242
2024,2,"25,0",17,22,20242
2024,2,"0,256",3,22,20242
2024,2,"100,0",11645,22,20242
2024,2,"1,5",307,22,20242
2024,2,"300,0",9066,22,20242
2024,2,"50,0",10605,22,20242
2024,2,"3,0",5036,22,20242
2024,2,"5,0",399,22,20242
2024,2,"500,0",585,22,20242
2024,2,"15,0",199,22,20242
2024,2,"10,0",52231,22,20242
2024,2,"1000,0",95,22,20242
2024,2,"0,5",39,22,20242
