Año,Trimestre,Adsl,Cablemodem,Fibra Optica,Wireless,Otros,Total,Año-Trimestre,Id_Provincia
2016,2,55511,29845,203,1354,43,86956,20162,7
2016,2,112809,58768,169,6434,193,178373,20162,8
2016,2,22101,5658,6,1023,14,28802,20162,9
2016,2,33758,7374,22,0,35,41189,20162,10
2016,2,12754,44654,4708,6225,547,68888,20162,11
2016,2,16691,0,15,2,28,16736,20162,12
2016,2,153321,13030,2576,29,1868,170824,20162,13
2016,2,59573,36145,77,5,15,95815,20162,14
2016,2,51742,42370,1088,12466,2849,110515,20162,15
2016,2,67031,28100,939,3300,1334,100704,20162,16
2016,2,79438,24719,85,151,539,104932,20162,17
2016,2,48670,451,770,1214,908,52013,20162,18
2016,2,11432,1063,354,30,377,13256,20162,19
2016,2,15453,2722,396,4996,2586,26153,20162,20
2016,2,336244,219088,2981,4744,1417,564474,20162,21
2016,2,32101,3900,19,911,30,36961,20162,22
2016,2,22636,5707,665,1,2350,31359,20162,23
2016,2,145486,2968,116,58,49,148677,20162,24
2016,1,1583560,1200859,111231,21108,25757,2942515,20161,2
2016,1,454425,832126,36332,2284,12729,1337896,20161,1
2016,1,26096,243,15,1,34,26389,20161,3
2016,1,56353,29994,211,52,41,86651,20161,4
2016,1,43967,834,916,13280,4803,63800,20161,5
2016,1,350884,252346,674,5636,386,609926,20161,6
2016,1,55454,28491,192,1354,45,85536,20161,7
2016,1,113101,54948,146,6425,193,174813,20161,8
2016,1,21852,5420,5,1023,14,28314,20161,9
2016,1,33481,6751,22,0,35,40289,20161,10
2016,1,12754,41881,4536,6209,549,65929,20161,11
2016,1,16645,0,16,2,28,16691,20161,12
2016,1,153299,13030,2576,34,1871,170810,20161,13
2016,1,59538,33330,70,5,15,92958,20161,14
2016,1,51702,36122,1085,12502,2850,104261,20161,15
2016,1,66894,27312,937,3341,1338,99822,20161,16
2016,1,78973,22741,73,132,507,102426,20161,17
2016,1,48670,451,770,1195,908,51994,20161,18
2016,1,11432,1042,354,27,377,13232,20161,19
2016,1,15654,2723,396,5088,2426,26287,20161,20
2016,1,338052,204816,3014,4686,1428,551996,20161,21
2016,1,32838,3900,19,911,30,37698,20161,22
2016,1,22636,4834,665,1,2350,30486,20161,23
2016,1,144233,2165,116,74,49,146637,20161,24
2015,4,1586343,1223603,103269,20397,25773,2959385,20154,2
2015,4,455427,879950,19818,2273,12758,1370226,20154,1
2015,4,26180,242,15,1,34,26472,20154,3
2015,4,56818,29456,186,52,41,86553,20154,4
2015,4,43968,811,916,13521,4803,64019,20154,5
2015,4,353530,266062,480,5613,385,626070,20154,6
2015,4,55681,28178,177,1354,45,85435,20154,7
2015,4,113983,53411,122,6427,194,174137,20154,8
2015,4,21734,5314,4,1023,14,28089,20154,9
2015,4,32934,6933,22,0,35,39924,20154,10
2015,4,12755,42705,4327,6205,374,66366,20154,11
2015,4,16886,0,16,2,28,16932,20154,12
2015,4,153293,13030,2572,38,1874,170807,20154,13
2015,4,60252,32533,48,5,15,92853,20154,14
2015,4,51680,38902,1048,12934,2852,107416,20154,15
2015,4,66851,27221,915,3407,1328,99722,20154,16
2015,4,78744,22446,47,129,554,101920,20154,17
2015,4,48670,451,770,1230,908,52029,20154,18
2015,4,11432,1025,354,30,377,13218,20154,19
2015,4,15614,2723,396,5261,2409,26403,20154,20
2015,4,339843,212911,2885,4596,1437,561672,20154,21
2015,4,33582,4365,19,1139,30,39135,20154,22
2015,4,22636,4301,665,1,2350,29953,20154,23
2015,4,144188,1653,116,88,50,146095,20154,24
2015,3,1585467,1183894,113590,19989,25825,2928765,20153,2
2015,3,454815,871262,30974,2229,12788,1372068,20153,1
2015,3,25801,242,15,1,34,26093,20153,3
2015,3,56282,28809,186,52,41,85370,20153,4
2015,3,43964,792,916,13408,4803,63883,20153,5
2015,3,351692,264055,1450,5412,389,622998,20153,6
2015,3,55792,27604,176,1340,47,84959,20153,7
2015,3,113909,51945,122,6261,197,172434,20153,8
2015,3,21573,5264,2,899,14,27752,20153,9
2015,3,32598,6895,22,0,35,39550,20153,10
2015,3,12755,41886,4078,6195,557,65471,20153,11
2015,3,16725,0,16,2,28,16771,20153,12
2015,3,153299,13030,2572,42,1880,170823,20153,13
2015,3,59921,31635,46,5,15,91622,20153,14
2015,3,47102,36620,1045,13051,2798,100616,20153,15
2015,3,66806,27130,917,3415,1346,99614,20153,16
2015,3,78064,21688,47,129,645,100573,20153,17
2015,3,48670,451,770,1231,908,52030,20153,18
2015,3,11432,1025,354,31,377,13219,20153,19
2015,3,15540,2718,396,5226,2391,26271,20153,20
2015,3,337042,209673,4169,4426,1428,556738,20153,21
2015,3,33886,4365,19,1097,30,39397,20153,22
2015,3,22636,8085,665,1,2350,33737,20153,23
2015,3,142925,1135,116,88,50,144314,20153,24
2015,2,1581770,1141052,115660,19268,26040,2883790,20152,2
2015,2,453178,858342,19786,2172,12806,1346284,20152,1
2015,2,25387,242,15,1,34,25679,20152,3
2015,2,55767,27809,179,52,41,83848,20152,4
2015,2,43949,762,916,13055,4803,63485,20152,5
2015,2,348130,255596,435,5199,386,609746,20152,6
2015,2,55238,26553,157,1321,47,83316,20152,7
2015,2,113378,49767,119,6031,197,169492,20152,8
2015,2,21097,5164,2,737,50,27050,20152,9
2015,2,32183,5482,22,0,35,37722,20152,10
2015,2,12756,40825,3719,6190,562,64052,20152,11
2015,2,16463,0,16,2,28,16509,20152,12
2015,2,153301,13030,2572,38,1882,170823,20152,13
2015,2,59179,29283,37,5,15,88519,20152,14
2015,2,47078,34183,1044,12781,2799,97885,20152,15
2015,2,66738,26268,916,3457,1348,98727,20152,16
2015,2,77214,20297,47,129,580,98267,20152,17
2015,2,48670,451,770,1189,908,51988,20152,18
2015,2,11432,1025,354,33,377,13221,20152,19
2015,2,15343,2707,396,4917,2400,25763,20152,20
2015,2,333117,204685,2877,4320,1389,546388,20152,21
2015,2,33873,4365,19,1091,30,39378,20152,22
2015,2,22636,7927,665,1,2350,33579,20152,23
2015,2,139944,479,116,88,50,140677,20152,24
2015,1,1583135,1096836,134177,18754,28940,2861842,20151,2
2015,1,454934,841743,19334,1994,14716,1332721,20151,1
2015,1,25033,241,16,1,41,25332,20151,3
2015,1,54952,26161,164,27,56,81360,20151,4
2015,1,45645,717,906,12540,5465,65273,20151,5
2015,1,343883,247564,415,4645,450,596957,20151,6
2015,1,54649,25372,129,1319,62,81531,20151,7
2015,1,112363,47411,108,5943,245,166070,20151,8
2015,1,21022,4951,1,670,56,26700,20151,9
2015,1,31505,5048,22,0,36,36611,20151,10
2015,1,13143,39571,3215,6164,604,62697,20151,11
2015,1,16282,0,16,2,33,16333,20151,12
2015,1,152433,13030,2542,29,2126,170160,20151,13
2015,1,58262,26836,30,5,13,85146,20151,14
2015,1,47518,32152,1024,12088,2960,95742,20151,15
2015,1,66274,25217,907,3473,1462,97333,20151,16
2015,1,76280,19781,47,129,574,96811,20151,17
2015,1,48441,451,755,1165,1007,51819,20151,18
2015,1,11414,1025,351,30,412,13232,20151,19
2015,1,16215,2700,392,4772,2562,26641,20151,20
2015,1,328809,199037,2845,4239,1507,536437,20151,21
2015,1,33813,4365,19,1020,35,39252,20151,22
2015,1,22291,7924,657,1,2583,33456,20151,23
2015,1,137857,115,116,88,100,138276,20151,24
2014,4,1575978,1070135,120528,17728,32038,2816407,20144,2
2014,4,455785,840224,17155,1962,15394,1330520,20144,1
2014,4,25192,241,16,0,44,25493,20144,3
2014,4,55024,10918,31,0,62,66035,20144,4
2014,4,48539,697,891,12256,6159,68542,20144,5
2014,4,345157,240452,419,3918,486,590432,20144,6
2014,4,54754,9526,40,1315,75,65710,20144,7
2014,4,112291,23027,57,5178,260,140813,20144,8
2014,4,21245,4896,1,0,65,26207,20144,9
2014,4,31349,4583,22,37,11,36002,20144,10
2014,4,16043,34281,514,5894,648,57380,20144,11
2014,4,16352,0,17,0,33,16402,20144,12
2014,4,151797,13030,2534,31,2222,169614,20144,13
2014,4,58435,18613,16,150,15,77229,20144,14
2014,4,47721,31778,1014,11853,3030,95396,20144,15
2014,4,66307,23703,901,3819,1530,96260,20144,16
2014,4,76026,17289,48,6,578,93947,20144,17
2014,4,48653,451,740,1202,1073,52119,20144,18
2014,4,11419,926,355,24,423,13147,20144,19
2014,4,17553,448,388,4395,2929,25713,20144,20
2014,4,335267,183009,3205,6282,1634,529397,20144,21
2014,4,34110,4231,19,920,37,39317,20144,22
2014,4,21948,3664,655,1,2722,28990,20144,23
2014,4,137093,97,116,13,105,137424,20144,24
2014,3,1562533,1110628,124474,20049,31881,2849565,20143,2
2014,3,450155,833402,17886,1995,14387,1317825,20143,1
2014,3,24380,244,15,0,47,24686,20143,3
2014,3,53321,10336,29,1,59,63746,20143,4
2014,3,49219,668,882,11853,6515,69137,20143,5
2014,3,340212,240334,444,4064,377,585431,20143,6
2014,3,52957,9184,31,1312,65,63549,20143,7
2014,3,108907,22440,48,5203,135,136733,20143,8
2014,3,21021,4836,0,0,80,25937,20143,9
2014,3,30128,3541,22,37,13,33741,20143,10
2014,3,16051,33940,538,11219,677,62425,20143,11
2014,3,15864,0,14,1,37,15916,20143,12
2014,3,150120,13030,2512,40,2222,167924,20143,13
2014,3,56933,18373,4,3,14,75327,20143,14
2014,3,54458,30964,1000,12858,3087,102367,20143,15
2014,3,65264,26590,888,3533,1505,97780,20143,16
2014,3,73828,18394,43,109,580,92954,20143,17
2014,3,48272,451,731,1199,1126,51779,20143,18
2014,3,11303,925,355,25,438,13046,20143,19
2014,3,17862,492,385,4273,3098,26110,20143,20
2014,3,325577,183630,4407,6540,733,520887,20143,21
2014,3,32820,3900,19,768,41,37548,20143,22
2014,3,21840,3469,650,1,2832,28792,20143,23
2014,3,131739,97,117,13,100,132066,20143,24
2014,2,1568881,1025490,120008,17020,33147,2764546,20142,2
2014,2,447637,828411,17729,1883,14555,1310215,20142,1
2014,2,24380,243,17,0,43,24683,20142,3
2014,2,53321,9870,30,0,58,63279,20142,4
2014,2,51070,649,866,10960,6974,70519,20142,5
2014,2,337825,234729,351,3673,374,576952,20142,6
2014,2,52883,8680,31,1309,55,62958,20142,7
2014,2,108900,21706,49,4795,133,135583,20142,8
2014,2,20894,4628,0,0,78,25600,20142,9
2014,2,30128,4161,23,40,9,34361,20142,10
2014,2,15957,32600,513,5869,689,55628,20142,11
2014,2,15864,0,14,0,34,15912,20142,12
2014,2,148979,13030,2480,36,2282,166807,20142,13
2014,2,56933,17594,4,150,8,74689,20142,14
2014,2,47767,29776,997,10765,2983,92288,20142,15
2014,2,64920,24944,876,3657,1560,95957,20142,16
2014,2,73841,17504,45,7,577,91974,20142,17
2014,2,48161,451,722,1139,1173,51646,20142,18
2014,2,11306,925,354,22,448,13055,20142,19
2014,2,18956,448,381,4118,3266,27169,20142,20
2014,2,324101,178495,3085,6041,636,512358,20142,21
2014,2,32820,4231,19,907,34,38011,20142,22
2014,2,21618,3008,648,1,2934,28209,20142,23
2014,2,131740,97,121,13,98,132069,20142,24
2014,1,1567685,1000879,120960,16528,33824,2739876,20141,2
2014,1,445569,820161,17767,1866,14555,1299918,20141,1
2014,1,24126,46,17,0,43,24232,20141,3
2014,1,52971,9497,30,0,58,62556,20141,4
2014,1,51066,539,866,10776,6974,70221,20141,5
2014,1,336841,225769,347,3585,368,566910,20141,6
2014,1,52565,8279,31,1306,55,62236,20141,7
2014,1,107883,21379,49,4887,133,134331,20141,8
2014,1,20774,4548,0,0,100,25422,20141,9
2014,1,29765,4030,23,0,9,33827,20141,10
2014,1,15826,31305,513,5848,701,54193,20141,11
2014,1,15663,0,14,0,34,15711,20141,12
2014,1,148970,12076,2480,37,2282,165845,20141,13
2014,1,56597,17191,4,150,8,73950,20141,14
2014,1,47790,28161,997,10381,3051,90380,20141,15
2014,1,64886,24156,876,3576,1572,95066,20141,16
2014,1,73131,17538,45,8,568,91290,20141,17
2014,1,48161,434,722,808,1173,51298,20141,18
2014,1,11306,428,354,21,448,12557,20141,19
2014,1,18927,100,381,4092,3264,26764,20141,20
2014,1,322662,174296,3059,5951,644,506612,20141,21
2014,1,32567,3598,19,915,34,37133,20141,22
2014,1,21618,2837,648,1,2934,28038,20141,23
2014,1,129717,83,121,13,98,130032,20141,24
