Año,Trimestre,Accesos por cada 100 hab,Año-Trimestre,Id_Provincia
2014,2,"4,78",20142,10
2014,2,"16,38",20142,11
2014,2,"4,39",20142,12
2014,2,"8,96",20142,13
2014,2,"6,37",20142,14
2014,2,"15,14",20142,15
2014,2,"13,95",20142,16
2014,2,"7,0",20142,17
2014,2,"7,08",20142,18
2014,2,"2,78",20142,19
2014,2,"8,74",20142,20
2014,2,"15,22",20142,21
2014,2,"4,14",20142,22
2014,2,"19,09",20142,23
2014,2,"8,41",20142,24
2014,1,"16,69",20141,2
2014,1,"42,66",20141,1
2014,1,"6,18",20141,3
2014,1,"5,55",20141,4
2014,1,"12,7",20141,5
2014,1,"16,13",20141,6
2014,1,"5,89",20141,7
2014,1,"10,3",20141,8
2014,1,"4,44",20141,9
2014,1,"4,72",20141,10
2014,1,"15,99",20141,11
2014,1,"4,35",20141,12
2014,1,"8,93",20141,13
2014,1,"6,32",20141,14
2014,1,"14,88",20141,15
2014,1,"13,87",20141,16
2014,1,"11,85",20141,17
2014,1,"11,85",20141,18
2014,1,"11,85",20141,19
2014,1,"11,85",20141,20
2014,1,"11,85",20141,21
2014,1,"11,85",20141,22
2014,1,"11,85",20141,23
2014,1,"11,85",20141,24
